K,n_experiment,delta,instance_type,env,agent,success_rate,reward_array,mean_stop_times,std_stop_times,forced-stop,count_exceed_stop,count_success
150,1000,0.001,AllGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65]",22220.063,225.17968206974405,100000000.0,0.0,1000.0
150,1000,0.001,HalfGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5 ]",20058.291,201.14929673334433,100000000.0,0.0,1000.0
100,1000,0.001,Linear,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.35       0.3530303  0.35606061 0.35909091 0.36212121 0.36515152
 0.36818182 0.37121212 0.37424242 0.37727273 0.38030303 0.38333333
 0.38636364 0.38939394 0.39242424 0.39545455 0.39848485 0.40151515
 0.40454545 0.40757576 0.41060606 0.41363636 0.41666667 0.41969697
 0.42272727 0.42575758 0.42878788 0.43181818 0.43484848 0.43787879
 0.44090909 0.44393939 0.4469697  0.45       0.4530303  0.45606061
 0.45909091 0.46212121 0.46515152 0.46818182 0.47121212 0.47424242
 0.47727273 0.48030303 0.48333333 0.48636364 0.48939394 0.49242424
 0.49545455 0.49848485 0.50151515 0.50454545 0.50757576 0.51060606
 0.51363636 0.51666667 0.51969697 0.52272727 0.52575758 0.52878788
 0.53181818 0.53484848 0.53787879 0.54090909 0.54393939 0.5469697
 0.55       0.5530303  0.55606061 0.55909091 0.56212121 0.56515152
 0.56818182 0.57121212 0.57424242 0.57727273 0.58030303 0.58333333
 0.58636364 0.58939394 0.59242424 0.59545455 0.59848485 0.60151515
 0.60454545 0.60757576 0.61060606 0.61363636 0.61666667 0.61969697
 0.62272727 0.62575758 0.62878788 0.63181818 0.63484848 0.63787879
 0.64090909 0.64393939 0.6469697  0.65      ]",14671.107,145.64239005025632,100000000.0,0.0,1000.0
100,1000,0.001,Unique_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.65]",18600.984,337.7058324129804,100000000.0,0.0,1000.0
100,1000,0.001,OneQuarter_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5 ]",12398.436,116.18281186950159,100000000.0,0.0,1000.0
100,1000,0.001,AllWorse,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25]",93290.555,195.84356864338181,100000000.0,0.0,1000.0
100,1000,0.001,AllGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65]",14597.311,154.29827443714012,100000000.0,0.0,1000.0
100,1000,0.001,HalfGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5 ]",13416.948,135.6354441556336,100000000.0,0.0,1000.0
50,1000,0.001,Linear,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.35       0.35612245 0.3622449  0.36836735 0.3744898  0.38061224
 0.38673469 0.39285714 0.39897959 0.40510204 0.41122449 0.41734694
 0.42346939 0.42959184 0.43571429 0.44183673 0.44795918 0.45408163
 0.46020408 0.46632653 0.47244898 0.47857143 0.48469388 0.49081633
 0.49693878 0.50306122 0.50918367 0.51530612 0.52142857 0.52755102
 0.53367347 0.53979592 0.54591837 0.55204082 0.55816327 0.56428571
 0.57040816 0.57653061 0.58265306 0.58877551 0.59489796 0.60102041
 0.60714286 0.61326531 0.61938776 0.6255102  0.63163265 0.6377551
 0.64387755 0.65      ]",8046.225,84.78867597960827,100000000.0,0.0,1000.0
50,1000,0.001,Unique_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.65]",10044.34,234.37223584375346,100000000.0,0.0,1000.0
50,1000,0.001,OneQuarter_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5 ]",6476.003,63.05661277765402,100000000.0,0.0,1000.0
50,1000,0.001,AllWorse,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25]",44165.923,116.77350312922448,100000000.0,0.0,1000.0
50,1000,0.001,AllGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65]",7699.103,87.11107672616039,100000000.0,0.0,1000.0
50,1000,0.001,HalfGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5 ]",6971.283,73.53275076393511,100000000.0,0.0,1000.0
40,1000,0.001,Linear,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.35       0.35769231 0.36538462 0.37307692 0.38076923 0.38846154
 0.39615385 0.40384615 0.41153846 0.41923077 0.42692308 0.43461538
 0.44230769 0.45       0.45769231 0.46538462 0.47307692 0.48076923
 0.48846154 0.49615385 0.50384615 0.51153846 0.51923077 0.52692308
 0.53461538 0.54230769 0.55       0.55769231 0.56538462 0.57307692
 0.58076923 0.58846154 0.59615385 0.60384615 0.61153846 0.61923077
 0.62692308 0.63461538 0.64230769 0.65      ]",6680.69,76.99545533276623,100000000.0,0.0,1000.0
40,1000,0.001,Unique_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.65]",8214.837,181.36568652430097,100000000.0,0.0,1000.0
40,1000,0.001,OneQuarter_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5 ]",5289.761,53.164626697448,100000000.0,0.0,1000.0
40,1000,0.001,AllWorse,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25]",34566.116,95.2315680042285,100000000.0,0.0,1000.0
40,1000,0.001,AllGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65]",6209.5,71.66483740301098,100000000.0,0.0,1000.0
40,1000,0.001,HalfGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5 ]",5651.106,62.61499295507427,100000000.0,0.0,1000.0
30,1000,0.001,Linear,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.35       0.36034483 0.37068966 0.38103448 0.39137931 0.40172414
 0.41206897 0.42241379 0.43275862 0.44310345 0.45344828 0.4637931
 0.47413793 0.48448276 0.49482759 0.50517241 0.51551724 0.52586207
 0.5362069  0.54655172 0.55689655 0.56724138 0.57758621 0.58793103
 0.59827586 0.60862069 0.61896552 0.62931034 0.63965517 0.65      ]",5385.261,62.135386494967584,100000000.0,0.0,1000.0
30,1000,0.001,Unique_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.65]",6236.873,129.40093314528687,100000000.0,0.0,1000.0
30,1000,0.001,OneQuarter_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5 ]",4259.074,41.714134181641604,100000000.0,0.0,1000.0
30,1000,0.001,AllWorse,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25]",25191.713,78.00273031523321,100000000.0,0.0,1000.0
30,1000,0.001,AllGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65]",4819.771,56.663939031442204,100000000.0,0.0,1000.0
30,1000,0.001,HalfGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5 ]",4466.84,49.99680034162187,100000000.0,0.0,1000.0
20,1000,0.001,Linear,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.35       0.36578947 0.38157895 0.39736842 0.41315789 0.42894737
 0.44473684 0.46052632 0.47631579 0.49210526 0.50789474 0.52368421
 0.53947368 0.55526316 0.57105263 0.58684211 0.60263158 0.61842105
 0.63421053 0.65      ]",4227.815,53.75462646856547,100000000.0,0.0,1000.0
20,1000,0.001,Unique_Qualified,Environment_Gaussian,Adapted_TaS_new,0.999,"[0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.65]",4729.936,111.99977733863581,100000000.0,0.0,999.0
20,1000,0.001,OneQuarter_Qualified,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5 ]",3170.962,33.40330460532311,100000000.0,0.0,1000.0
20,1000,0.001,AllWorse,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25]",16070.672,56.66080892835894,100000000.0,0.0,1000.0
20,1000,0.001,AllGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.65 0.65 0.65 0.65 0.65]",3597.738,43.779487975032325,100000000.0,0.0,1000.0
20,1000,0.001,HalfGood,Environment_Gaussian,Adapted_TaS_new,1.0,"[0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5 ]",3248.213,38.2872867363437,100000000.0,0.0,1000.0
